ID,State,City,Locality,Property_Type,BHK,Size_in_SqFt,Price_in_Lakhs,Price_per_SqFt,Year_Built,Furnished_Status,Floor_No,Total_Floors,Age_of_Property,Nearby_Schools,Nearby_Hospitals,Public_Transport_Accessibility,Parking_Space,Security,Amenities,Facing,Owner_Type,Availability_Status
200145,Rajasthan,Jaipur,Locality_274,Independent House,2,1209,205.22,0.17,2003,Furnished,29,29,22,1,2,Medium,No,Yes,"Clubhouse, Pool",East,Broker,Under_Construction
200146,Delhi,Dwarka,Locality_457,Villa,3,1715,334.01,0.19,2010,Furnished,30,16,15,4,2,High,Yes,Yes,"Pool, Gym, Garden, Playground, Clubhouse",East,Broker,Under_Construction
200147,Bihar,Patna,Locality_186,Independent House,3,3971,52.23,0.01,2002,Unfurnished,29,18,23,5,3,High,No,No,"Gym, Garden, Pool, Clubhouse, Playground",East,Owner,Under_Construction
200148,Bihar,Gaya,Locality_102,Villa,4,2456,311.55,0.13,2011,Unfurnished,30,3,14,1,2,Medium,No,Yes,"Clubhouse, Gym, Garden, Pool, Playground",East,Owner,Under_Construction
200149,Rajasthan,Jaipur,Locality_310,Villa,1,2548,108.17,0.04,2006,Unfurnished,9,29,19,3,6,Medium,Yes,Yes,"Playground, Pool, Gym, Clubhouse, Garden",South,Broker,Under_Construction
200150,Assam,Guwahati,Locality_290,Independent House,3,2820,88.57,0.03,2015,Unfurnished,23,4,10,3,6,Medium,Yes,Yes,"Garden, Gym, Pool, Playground, Clubhouse",South,Owner,Under_Construction
200151,Karnataka,Mysore,Locality_246,Apartment,4,1280,136.78,0.11,2008,Semi-furnished,14,18,17,2,6,Medium,Yes,No,Gym,East,Broker,Ready_to_Move
200152,Telangana,Hyderabad,Locality_224,Independent House,1,2488,340.25,0.14,2007,Semi-furnished,11,26,18,9,6,Medium,Yes,No,"Playground, Garden, Clubhouse",East,Builder,Ready_to_Move
200153,Tamil Nadu,Chennai,Locality_497,Villa,1,1631,47.04,0.03,2017,Unfurnished,22,7,8,9,8,High,No,No,"Playground, Clubhouse, Gym, Garden",South,Owner,Ready_to_Move
200154,West Bengal,Durgapur,Locality_158,Independent House,4,4573,121.26,0.03,2007,Unfurnished,2,8,18,6,3,Medium,No,Yes,"Pool, Garden, Gym",North,Broker,Ready_to_Move
200155,Jharkhand,Ranchi,Locality_307,Apartment,3,4485,62.04,0.01,1992,Unfurnished,26,16,33,1,2,Medium,No,Yes,"Gym, Pool",East,Owner,Under_Construction
200156,Haryana,Faridabad,Locality_422,Independent House,5,583,338.84,0.58,2019,Semi-furnished,28,5,6,6,5,High,Yes,Yes,"Pool, Garden, Playground, Clubhouse, Gym",South,Builder,Under_Construction
200157,Andhra Pradesh,Vishakhapatnam,Locality_303,Apartment,5,4427,47.05,0.01,2014,Unfurnished,8,1,11,8,7,High,Yes,No,"Pool, Clubhouse, Playground, Gym",East,Builder,Under_Construction
200158,Rajasthan,Jodhpur,Locality_441,Villa,2,1846,15.53,0.01,2023,Unfurnished,26,14,2,3,10,Low,No,No,"Pool, Gym",South,Builder,Under_Construction
200159,Jharkhand,Jamshedpur,Locality_182,Villa,4,2939,103.76,0.04,2020,Furnished,29,21,5,1,9,Medium,No,Yes,Playground,North,Owner,Ready_to_Move
200160,Karnataka,Bangalore,Locality_200,Independent House,2,2011,258.13,0.13,2011,Furnished,10,6,14,9,8,Medium,No,Yes,"Pool, Garden",West,Owner,Under_Construction
200161,Assam,Silchar,Locality_156,Villa,3,1860,446.72,0.24,2006,Semi-furnished,22,29,19,7,8,High,Yes,No,"Clubhouse, Garden",South,Broker,Under_Construction
200162,Rajasthan,Jaipur,Locality_405,Villa,4,4199,402.53,0.1,2001,Unfurnished,18,11,24,1,4,Low,No,No,"Gym, Pool, Garden, Playground, Clubhouse",North,Builder,Under_Construction
200163,Jharkhand,Ranchi,Locality_101,Apartment,5,4444,246.74,0.06,2006,Unfurnished,10,23,19,5,10,High,No,No,"Garden, Pool, Gym, Clubhouse",South,Builder,Ready_to_Move
200164,Telangana,Hyderabad,Locality_304,Apartment,2,898,285.14,0.32,2010,Semi-furnished,22,13,15,4,3,Medium,No,Yes,"Garden, Clubhouse, Pool",West,Broker,Ready_to_Move
200165,Uttarakhand,Dehradun,Locality_432,Villa,5,1885,76.28,0.04,2016,Semi-furnished,5,21,9,10,2,Low,No,No,"Playground, Clubhouse, Gym",West,Broker,Ready_to_Move
200166,Uttarakhand,Dehradun,Locality_11,Apartment,5,2632,266.59,0.1,2010,Semi-furnished,11,16,15,10,6,High,No,Yes,"Pool, Playground, Clubhouse",South,Broker,Ready_to_Move
200167,Tamil Nadu,Chennai,Locality_430,Apartment,5,3726,477.57,0.13,2008,Unfurnished,23,18,17,10,3,High,No,Yes,"Playground, Clubhouse, Pool, Gym",East,Builder,Ready_to_Move
200168,Jharkhand,Ranchi,Locality_301,Villa,1,2505,119.23,0.05,1991,Unfurnished,13,1,34,1,8,Low,No,Yes,"Pool, Clubhouse",North,Broker,Under_Construction
200169,Kerala,Kochi,Locality_188,Independent House,4,1322,450.35,0.34,2009,Unfurnished,8,23,16,7,5,High,No,No,"Clubhouse, Pool, Garden, Gym, Playground",North,Owner,Under_Construction
200170,Uttar Pradesh,Lucknow,Locality_300,Villa,3,4097,320.1,0.08,1997,Furnished,2,24,28,3,3,Low,No,Yes,Pool,East,Owner,Under_Construction
200171,Madhya Pradesh,Bhopal,Locality_49,Independent House,4,811,438.5,0.54,1998,Semi-furnished,13,12,27,6,10,Low,No,No,"Gym, Clubhouse, Playground",North,Owner,Ready_to_Move
200172,Tamil Nadu,Coimbatore,Locality_9,Independent House,3,930,457.38,0.49,2017,Furnished,3,6,8,6,10,Medium,Yes,Yes,"Playground, Gym, Pool, Garden",West,Builder,Under_Construction
200173,Andhra Pradesh,Vijayawada,Locality_426,Villa,5,1787,152.6,0.09,2014,Furnished,23,17,11,6,5,High,Yes,Yes,Pool,East,Broker,Ready_to_Move
200174,Delhi,New Delhi,Locality_220,Villa,5,3709,393.3,0.11,2000,Unfurnished,21,8,25,1,10,High,No,Yes,"Playground, Gym, Garden",South,Owner,Under_Construction
200175,Gujarat,Ahmedabad,Locality_65,Villa,3,619,319.78,0.52,2001,Furnished,16,6,24,5,9,Medium,Yes,Yes,"Clubhouse, Playground",South,Builder,Ready_to_Move
200176,Karnataka,Mysore,Locality_166,Apartment,5,2674,170.5,0.06,2012,Unfurnished,4,19,13,10,6,Low,No,Yes,"Playground, Clubhouse",East,Broker,Ready_to_Move
200177,Haryana,Faridabad,Locality_252,Villa,4,1412,290.62,0.21,2011,Furnished,20,19,14,2,2,High,Yes,Yes,"Gym, Garden, Pool, Clubhouse",South,Builder,Under_Construction
200178,Haryana,Faridabad,Locality_83,Villa,4,2302,56.4,0.02,2002,Semi-furnished,13,21,23,1,6,Medium,Yes,No,Playground,East,Owner,Ready_to_Move
200179,Kerala,Trivandrum,Locality_3,Apartment,5,1513,473.02,0.31,2016,Semi-furnished,13,8,9,8,2,High,Yes,Yes,"Garden, Pool, Playground, Gym",East,Builder,Ready_to_Move
200180,Tamil Nadu,Chennai,Locality_119,Independent House,2,534,480.12,0.9,2006,Unfurnished,17,29,19,4,7,Low,No,No,"Garden, Playground, Gym, Pool",East,Builder,Ready_to_Move
200181,Gujarat,Ahmedabad,Locality_442,Apartment,2,3793,82.84,0.02,2000,Unfurnished,26,30,25,2,2,Medium,No,Yes,"Clubhouse, Pool, Garden",East,Builder,Ready_to_Move
200182,West Bengal,Durgapur,Locality_145,Independent House,1,3171,207.96,0.07,1994,Furnished,1,30,31,5,3,High,No,Yes,Gym,East,Broker,Under_Construction
200183,Delhi,Dwarka,Locality_473,Villa,3,1516,71.19,0.05,2000,Furnished,2,17,25,1,7,High,No,Yes,"Clubhouse, Garden, Playground",East,Owner,Under_Construction
200184,Telangana,Hyderabad,Locality_364,Villa,3,2239,411.11,0.18,2005,Semi-furnished,3,2,20,9,7,Medium,No,No,"Clubhouse, Playground, Garden",North,Broker,Under_Construction
200185,Assam,Guwahati,Locality_481,Apartment,3,3103,310.59,0.1,2020,Unfurnished,14,15,5,7,4,High,No,Yes,Gym,South,Broker,Under_Construction
200186,Telangana,Hyderabad,Locality_83,Independent House,2,1106,222.52,0.2,2023,Semi-furnished,23,16,2,2,10,High,Yes,No,"Garden, Playground, Clubhouse",East,Broker,Under_Construction
200187,Uttarakhand,Haridwar,Locality_126,Independent House,2,4167,156.06,0.04,2021,Furnished,2,29,4,8,6,High,Yes,No,"Playground, Pool",East,Builder,Under_Construction
200188,Uttar Pradesh,Lucknow,Locality_248,Apartment,3,1519,357.82,0.24,1995,Semi-furnished,5,12,30,8,9,High,Yes,Yes,Pool,North,Builder,Ready_to_Move
200189,Telangana,Hyderabad,Locality_155,Independent House,5,4876,456.24,0.09,2015,Unfurnished,18,29,10,5,2,High,Yes,No,Pool,East,Owner,Under_Construction
200190,West Bengal,Durgapur,Locality_110,Independent House,3,3355,41.37,0.01,2009,Furnished,16,27,16,2,8,Low,No,Yes,"Playground, Clubhouse, Garden",North,Owner,Under_Construction
200191,Punjab,Ludhiana,Locality_339,Apartment,5,2510,56.96,0.02,2006,Furnished,11,11,19,9,9,Medium,No,Yes,"Gym, Garden, Playground, Pool",East,Broker,Under_Construction
200192,West Bengal,Kolkata,Locality_71,Villa,3,2073,471.01,0.23,2015,Furnished,22,10,10,8,5,High,Yes,Yes,"Garden, Pool, Gym, Playground, Clubhouse",South,Builder,Ready_to_Move
200193,West Bengal,Kolkata,Locality_139,Villa,3,2246,354.25,0.16,2020,Semi-furnished,12,9,5,3,1,Medium,Yes,Yes,Playground,West,Owner,Ready_to_Move
200194,Telangana,Hyderabad,Locality_178,Apartment,4,1210,193.64,0.16,2003,Unfurnished,3,4,22,6,1,Low,No,Yes,"Gym, Clubhouse, Playground, Pool",South,Builder,Under_Construction
200195,Andhra Pradesh,Vijayawada,Locality_224,Apartment,2,2392,436.37,0.18,1993,Unfurnished,2,19,32,4,8,High,No,Yes,Garden,South,Builder,Under_Construction
200196,Andhra Pradesh,Vishakhapatnam,Locality_315,Apartment,2,3081,252.67,0.08,2010,Unfurnished,2,21,15,9,10,Medium,Yes,Yes,"Playground, Gym, Pool, Clubhouse, Garden",West,Owner,Ready_to_Move
200197,Assam,Guwahati,Locality_275,Villa,1,3091,176.55,0.06,2016,Semi-furnished,6,24,9,6,6,High,Yes,No,"Garden, Clubhouse",North,Owner,Under_Construction
200198,Gujarat,Surat,Locality_221,Apartment,1,2735,300.99,0.11,1991,Semi-furnished,2,11,34,1,4,Low,Yes,Yes,"Garden, Gym, Playground, Clubhouse",South,Owner,Ready_to_Move
200199,Gujarat,Ahmedabad,Locality_98,Independent House,4,4068,393.18,0.1,1996,Unfurnished,17,16,29,9,6,Low,No,Yes,"Clubhouse, Playground, Garden",South,Owner,Ready_to_Move
200200,Tamil Nadu,Chennai,Locality_196,Apartment,1,4448,272.44,0.06,2010,Furnished,17,5,15,9,8,Medium,Yes,Yes,"Clubhouse, Garden, Pool, Gym, Playground",East,Owner,Under_Construction
200201,Uttarakhand,Haridwar,Locality_309,Apartment,3,3093,424.35,0.14,1998,Unfurnished,25,25,27,2,5,High,No,No,"Playground, Gym, Pool, Clubhouse",West,Builder,Under_Construction
200202,West Bengal,Kolkata,Locality_139,Independent House,3,2297,209.81,0.09,2006,Furnished,13,29,19,2,2,High,No,No,"Pool, Gym, Clubhouse",North,Owner,Under_Construction
200203,Rajasthan,Jaipur,Locality_52,Independent House,4,1871,232.28,0.12,2023,Furnished,16,3,2,3,9,High,Yes,Yes,"Pool, Playground, Gym, Garden, Clubhouse",West,Owner,Under_Construction
200204,Andhra Pradesh,Vijayawada,Locality_158,Apartment,1,1444,261.87,0.18,1995,Furnished,29,30,30,8,4,Medium,Yes,No,"Gym, Clubhouse, Pool, Playground, Garden",North,Broker,Under_Construction
200205,Tamil Nadu,Coimbatore,Locality_361,Apartment,2,4163,164.44,0.04,2015,Furnished,5,15,10,5,7,High,No,No,"Clubhouse, Pool, Gym",North,Builder,Ready_to_Move
200206,Karnataka,Mangalore,Locality_448,Independent House,4,3457,417.88,0.12,1992,Unfurnished,9,8,33,10,9,Medium,Yes,Yes,"Clubhouse, Playground, Pool, Gym, Garden",North,Owner,Under_Construction
200207,Telangana,Hyderabad,Locality_225,Villa,5,957,281.62,0.29,2007,Furnished,23,7,18,9,4,High,No,No,"Clubhouse, Playground",East,Broker,Under_Construction
200208,West Bengal,Kolkata,Locality_293,Villa,3,1340,185.22,0.14,1997,Unfurnished,6,10,28,2,10,High,Yes,Yes,Playground,South,Owner,Under_Construction
200209,Jharkhand,Jamshedpur,Locality_403,Villa,4,2565,325.62,0.13,2018,Semi-furnished,4,27,7,7,1,Low,Yes,No,Gym,South,Owner,Ready_to_Move
200210,Haryana,Faridabad,Locality_411,Independent House,1,3752,291.87,0.08,1997,Semi-furnished,28,26,28,9,2,Medium,Yes,Yes,"Playground, Clubhouse",North,Owner,Under_Construction
200211,Bihar,Gaya,Locality_52,Apartment,2,3925,308.44,0.08,2015,Unfurnished,6,3,10,5,1,High,No,Yes,"Clubhouse, Garden, Playground, Pool, Gym",West,Owner,Ready_to_Move
200212,Uttar Pradesh,Noida,Locality_130,Villa,1,3902,301.94,0.08,1994,Furnished,2,22,31,3,1,High,No,Yes,"Garden, Pool, Playground",North,Broker,Ready_to_Move
200213,Jharkhand,Jamshedpur,Locality_413,Villa,3,2995,451.22,0.15,2010,Unfurnished,7,18,15,2,5,Low,Yes,No,Pool,West,Builder,Ready_to_Move
200214,Rajasthan,Jaipur,Locality_382,Independent House,4,2341,384.7,0.16,2017,Unfurnished,23,19,8,1,7,Low,No,Yes,"Gym, Clubhouse",East,Broker,Under_Construction
200215,Odisha,Bhubaneswar,Locality_484,Villa,3,4849,303.55,0.06,2001,Furnished,2,29,24,1,5,Low,No,Yes,Pool,North,Broker,Ready_to_Move
200216,Uttarakhand,Dehradun,Locality_248,Independent House,1,882,51.97,0.06,2016,Unfurnished,20,11,9,6,6,Medium,Yes,Yes,"Gym, Garden, Clubhouse",North,Builder,Ready_to_Move
200217,Madhya Pradesh,Indore,Locality_218,Independent House,3,4721,39.77,0.01,2020,Furnished,10,5,5,5,2,Medium,No,No,"Gym, Clubhouse, Playground",North,Broker,Under_Construction
200218,Chhattisgarh,Bilaspur,Locality_206,Villa,4,1853,393.37,0.21,1999,Furnished,24,16,26,4,9,Low,No,Yes,"Playground, Gym, Pool, Clubhouse",South,Broker,Under_Construction
200219,Chhattisgarh,Bilaspur,Locality_230,Independent House,5,3814,367.77,0.1,2008,Furnished,14,22,17,10,3,High,Yes,Yes,"Garden, Pool, Clubhouse",North,Owner,Ready_to_Move
200220,Tamil Nadu,Chennai,Locality_17,Apartment,1,3332,75.61,0.02,2004,Semi-furnished,18,1,21,6,5,Low,Yes,No,"Playground, Gym, Pool",South,Broker,Ready_to_Move
200221,Uttar Pradesh,Lucknow,Locality_112,Independent House,1,3089,111.85,0.04,2005,Unfurnished,24,12,20,4,9,Low,Yes,Yes,"Clubhouse, Gym, Playground",West,Owner,Under_Construction
200222,Punjab,Ludhiana,Locality_466,Villa,4,2454,378.66,0.15,2017,Semi-furnished,23,24,8,1,8,Low,No,No,"Pool, Playground, Gym",West,Broker,Ready_to_Move
200223,Kerala,Kochi,Locality_157,Apartment,4,1673,481.96,0.29,1990,Semi-furnished,13,30,35,9,2,Medium,No,Yes,"Gym, Pool, Clubhouse, Playground",South,Builder,Ready_to_Move
200224,Assam,Guwahati,Locality_63,Independent House,1,4964,108.41,0.02,2012,Furnished,3,25,13,3,7,High,No,Yes,Clubhouse,South,Builder,Ready_to_Move
200225,Punjab,Amritsar,Locality_259,Independent House,5,2913,71.78,0.02,2019,Furnished,28,10,6,7,6,Low,Yes,Yes,Clubhouse,South,Owner,Under_Construction
200226,Punjab,Ludhiana,Locality_93,Independent House,3,4393,124.04,0.03,2009,Semi-furnished,30,4,16,7,4,High,No,No,Clubhouse,West,Owner,Ready_to_Move
200227,Odisha,Cuttack,Locality_256,Villa,1,3210,467.46,0.15,2002,Semi-furnished,22,6,23,7,10,High,No,No,Garden,North,Broker,Ready_to_Move
200228,Madhya Pradesh,Bhopal,Locality_288,Apartment,2,3014,476.15,0.16,2008,Unfurnished,2,17,17,5,8,High,Yes,Yes,"Playground, Garden, Gym",East,Broker,Under_Construction
200229,Tamil Nadu,Coimbatore,Locality_27,Independent House,4,1046,168.2,0.16,2021,Unfurnished,28,1,4,7,7,High,No,No,"Playground, Clubhouse, Gym",South,Owner,Ready_to_Move
200230,Rajasthan,Jodhpur,Locality_196,Villa,4,4322,232.1,0.05,2008,Unfurnished,1,19,17,9,8,High,No,Yes,"Playground, Pool",West,Owner,Ready_to_Move
200231,Bihar,Gaya,Locality_229,Apartment,5,1546,113.8,0.07,2013,Unfurnished,16,17,12,6,2,High,No,Yes,Clubhouse,East,Broker,Ready_to_Move
200232,Delhi,Dwarka,Locality_120,Independent House,3,885,118.97,0.13,2008,Furnished,2,13,17,4,7,Low,Yes,No,"Playground, Garden, Clubhouse, Gym",South,Broker,Ready_to_Move
200233,Rajasthan,Jodhpur,Locality_145,Villa,5,3401,424.4,0.12,1994,Unfurnished,10,23,31,5,10,Low,Yes,No,"Gym, Playground, Garden, Pool",West,Owner,Under_Construction
200234,Jharkhand,Jamshedpur,Locality_150,Apartment,1,517,109.19,0.21,1993,Furnished,29,9,32,3,6,Medium,No,No,"Clubhouse, Garden, Gym",West,Owner,Under_Construction
200235,Rajasthan,Jodhpur,Locality_449,Apartment,5,1699,198.61,0.12,2015,Unfurnished,11,17,10,6,2,High,Yes,No,"Playground, Garden, Gym",East,Broker,Ready_to_Move
200236,Odisha,Bhubaneswar,Locality_175,Independent House,3,4002,344.68,0.09,2004,Unfurnished,30,6,21,4,10,Low,Yes,Yes,"Gym, Playground, Pool",South,Owner,Under_Construction
200237,West Bengal,Durgapur,Locality_383,Villa,3,4237,20.53,0.0,1998,Unfurnished,26,20,27,7,6,Medium,Yes,Yes,"Garden, Gym, Pool, Playground, Clubhouse",South,Builder,Under_Construction
200238,Haryana,Faridabad,Locality_295,Villa,3,4475,100.57,0.02,2016,Unfurnished,16,5,9,2,10,Low,Yes,No,"Gym, Playground, Clubhouse",West,Owner,Ready_to_Move
200239,Jharkhand,Ranchi,Locality_433,Villa,5,2946,76.78,0.03,1999,Unfurnished,6,15,26,6,7,Low,Yes,No,"Playground, Clubhouse, Pool, Gym, Garden",West,Builder,Under_Construction
200240,Haryana,Gurgaon,Locality_247,Apartment,1,2862,85.48,0.03,1993,Furnished,20,19,32,3,1,High,Yes,No,Clubhouse,West,Owner,Ready_to_Move
200241,Rajasthan,Jaipur,Locality_497,Independent House,3,1789,104.38,0.06,2008,Furnished,9,15,17,8,8,Low,Yes,No,Gym,South,Owner,Ready_to_Move
200242,Odisha,Bhubaneswar,Locality_302,Villa,2,1154,418.96,0.36,1999,Furnished,6,15,26,4,10,High,No,Yes,"Pool, Playground, Clubhouse",South,Owner,Ready_to_Move
200243,Odisha,Cuttack,Locality_57,Villa,1,1956,42.27,0.02,1992,Unfurnished,28,24,33,4,5,Low,No,Yes,"Gym, Clubhouse",East,Broker,Ready_to_Move
200244,Uttar Pradesh,Lucknow,Locality_31,Apartment,4,4420,349.57,0.08,2002,Unfurnished,6,27,23,5,4,Low,Yes,No,"Gym, Pool, Garden, Playground",West,Builder,Ready_to_Move
200245,Tamil Nadu,Chennai,Locality_344,Independent House,5,855,83.02,0.1,2000,Semi-furnished,1,12,25,4,10,Medium,No,No,"Pool, Playground",East,Owner,Ready_to_Move
200246,Chhattisgarh,Bilaspur,Locality_94,Apartment,1,520,241.41,0.46,2012,Unfurnished,22,10,13,10,10,Medium,Yes,No,Pool,East,Broker,Ready_to_Move
200247,Karnataka,Bangalore,Locality_212,Independent House,2,515,101.91,0.2,1992,Furnished,17,25,33,7,2,Low,Yes,No,"Clubhouse, Garden, Pool, Playground, Gym",South,Builder,Under_Construction
200248,Gujarat,Surat,Locality_23,Villa,1,2953,343.68,0.12,2023,Semi-furnished,11,9,2,10,1,Medium,No,Yes,"Clubhouse, Garden, Playground, Gym",South,Owner,Ready_to_Move
200249,Gujarat,Ahmedabad,Locality_184,Apartment,2,2668,283.74,0.11,2017,Semi-furnished,29,12,8,4,3,Medium,Yes,Yes,"Playground, Gym, Garden, Clubhouse",East,Owner,Under_Construction
200250,Chhattisgarh,Bilaspur,Locality_111,Apartment,3,3531,485.31,0.14,2003,Semi-furnished,22,11,22,8,4,High,No,No,Pool,North,Broker,Under_Construction
200251,Karnataka,Bangalore,Locality_367,Villa,3,3063,402.45,0.13,2010,Semi-furnished,5,2,15,1,8,Medium,No,Yes,"Gym, Clubhouse",West,Broker,Under_Construction
200252,Andhra Pradesh,Vijayawada,Locality_87,Villa,1,1263,245.15,0.19,2008,Semi-furnished,24,7,17,9,3,Medium,No,No,"Clubhouse, Playground, Pool, Gym, Garden",South,Broker,Under_Construction
200253,Telangana,Hyderabad,Locality_200,Villa,3,4481,38.55,0.01,2000,Unfurnished,3,15,25,7,9,Medium,Yes,No,Pool,East,Builder,Ready_to_Move
200254,Andhra Pradesh,Vishakhapatnam,Locality_156,Villa,2,2577,134.94,0.05,2021,Furnished,25,17,4,5,2,Medium,No,No,"Pool, Gym, Clubhouse, Playground",East,Builder,Ready_to_Move
200255,Madhya Pradesh,Indore,Locality_43,Apartment,1,757,271.72,0.36,2018,Furnished,16,3,7,6,8,High,No,Yes,"Clubhouse, Garden, Pool, Gym, Playground",South,Owner,Ready_to_Move
200256,Karnataka,Mangalore,Locality_375,Independent House,4,533,389.71,0.73,1991,Furnished,14,24,34,1,5,Low,Yes,No,"Garden, Pool",North,Builder,Under_Construction
200257,Maharashtra,Pune,Locality_300,Independent House,3,988,136.92,0.14,2002,Semi-furnished,28,20,23,1,1,High,Yes,Yes,"Playground, Pool, Clubhouse, Garden",South,Builder,Ready_to_Move
200258,Punjab,Amritsar,Locality_90,Apartment,5,3299,198.46,0.06,1996,Semi-furnished,16,9,29,6,2,High,Yes,No,"Garden, Gym, Clubhouse, Pool",South,Owner,Under_Construction
200259,Haryana,Faridabad,Locality_345,Apartment,2,4713,224.91,0.05,2014,Furnished,30,25,11,2,5,High,No,No,"Playground, Garden, Gym",East,Broker,Under_Construction
200260,Jharkhand,Jamshedpur,Locality_63,Independent House,2,3311,404.41,0.12,2000,Semi-furnished,7,7,25,4,9,High,No,Yes,"Garden, Pool, Gym, Clubhouse",North,Owner,Under_Construction
200261,Uttar Pradesh,Noida,Locality_127,Independent House,4,526,16.05,0.03,1990,Unfurnished,15,2,35,9,9,Medium,Yes,No,"Garden, Clubhouse, Playground",East,Owner,Ready_to_Move
200262,Kerala,Trivandrum,Locality_21,Villa,4,1197,432.99,0.36,1993,Furnished,27,16,32,1,8,Low,No,No,Pool,East,Builder,Under_Construction
200263,Gujarat,Ahmedabad,Locality_348,Villa,4,2989,144.34,0.05,2020,Semi-furnished,11,25,5,9,1,Medium,Yes,Yes,"Pool, Garden, Gym, Playground, Clubhouse",South,Owner,Under_Construction
200264,Karnataka,Mysore,Locality_211,Villa,5,3711,386.37,0.1,1999,Unfurnished,6,5,26,3,2,High,Yes,Yes,"Garden, Pool, Clubhouse, Playground",South,Builder,Ready_to_Move
200265,Odisha,Bhubaneswar,Locality_40,Apartment,5,4760,60.0,0.01,2023,Furnished,17,4,2,8,1,Low,No,No,"Garden, Clubhouse, Gym, Playground",North,Broker,Under_Construction
200266,Uttarakhand,Dehradun,Locality_278,Villa,2,1490,115.83,0.08,2014,Furnished,24,22,11,5,10,Medium,No,Yes,Pool,North,Owner,Under_Construction
200267,Telangana,Warangal,Locality_471,Independent House,1,682,457.35,0.67,1997,Furnished,1,29,28,4,3,Low,Yes,Yes,"Playground, Pool",North,Builder,Ready_to_Move
200268,Assam,Guwahati,Locality_195,Villa,1,2291,321.04,0.14,2014,Furnished,30,25,11,2,4,Medium,No,No,Pool,West,Builder,Under_Construction
200269,Delhi,New Delhi,Locality_214,Independent House,1,2885,186.65,0.06,2009,Semi-furnished,15,23,16,9,1,High,Yes,Yes,Gym,East,Broker,Ready_to_Move
200270,Rajasthan,Jodhpur,Locality_432,Apartment,3,1204,147.05,0.12,1990,Furnished,8,8,35,8,8,Low,No,No,Garden,North,Broker,Under_Construction
200271,Punjab,Amritsar,Locality_220,Independent House,1,4713,285.32,0.06,2011,Semi-furnished,22,29,14,5,10,Low,No,Yes,"Pool, Playground, Gym",South,Broker,Under_Construction
200272,Jharkhand,Jamshedpur,Locality_495,Villa,4,2566,328.49,0.13,2006,Furnished,23,4,19,5,9,Low,No,No,Clubhouse,North,Owner,Under_Construction
200273,Haryana,Faridabad,Locality_205,Villa,3,1032,397.74,0.39,1999,Semi-furnished,13,30,26,4,7,Low,No,No,Garden,North,Builder,Under_Construction
200274,Chhattisgarh,Raipur,Locality_346,Apartment,1,501,348.54,0.7,2023,Semi-furnished,12,12,2,6,5,High,No,Yes,"Garden, Gym, Clubhouse, Playground",South,Builder,Under_Construction
